# StockTicker, ListedExchCode, CompanyName, Sector, Industry, Total_Mark, Total_Price_Valuation_Mark, Total_Stock_Holder_Mark, Total_Analyst_Mark, EpsRegressGrowth_Reuters, EpsRegressGrowth_Reuters_rm, EpsRegressGrowth_Nasdaq, EpsRegressGrowth_Nasdaq_rm, M1QEps, M1QEps_rm, M2QEps, M2QEps_rm, M3QEps, M3QEps_rm, M4QEps, M4QEps_rm, M1QvsM2Q, M1QvsM2Q_rm, M2QvsM3Q, M2QvsM3Q_rm, M3QvsM4Q, M3QvsM4Q_rm, Pe, PEG_Reuters, PEG_Reuters_rm, PEG_Nasdaq, PEG_Nasdaq_rm, PEvsIndustry, PEvsIndustry_rm, PEvsSector, PEvsSector_rm, ReturnOnEquity, ReturnOnEquity_rm, PercentageHeldByInstitutions_Nasdaq, PercentageHeldByInstitutions_Nasdaq_rm, NetSharesTradedByInstitutions, NetSharesTradedByInstitutions_rm, NetNumOfSharesTradedByInsidersIn3M, NetNumOfSharesTradedByInsidersIn3M_rm, ClosePrice, Beta, Fair_Price_PE, Fair_Price_PE_vs_Close_Price_rm, Fair_Price_PEG_Reuters, Fair_Price_PEG_Reuters_vs_Close_Price_rm, Fair_Price_PEG_Nasdaq, Fair_Price_PEG_Nasdaq_vs_Close_Price_rm, PeterLynchAnalysis_rm, BenjaminGarhamAnalysis_rm, MomentumStrategyAnalysis_rm, JamesOShaughnessyAnalysis_rm, MotleyFoolAnalysis_rm, DavidDremanAnalysis_rm, MartinZweigAnalysis_rm, KennethFisherAnalysis_rm, VolumeChange, VolumeChange_rm
'PBIB', 'IXIC', 'Porter Bancorp Inc ', 'Financials', 'Banks', '217.92357400000003', '59.397019', '0', '3.333333', '56.0083333333', '17.291894', '0', '0', '0.308', '0', '8.626', '18.248004', '0.287', '0', '0.273', '0', '-96.42939948991422', '0', '2905.574912891986', '19.640206', '5.12820512820511', '0', '1.45', '0.025889004612424275', '20.970858', NULL, '0', '-0.9168577981651376', '20.006733', '-0.9259070005109862', '18.040478', '98.23', '21.139326', '0.2295870759289176', '0', '711283', '0', '148140', '16.591419', '13.76', '1.04', '295.69234096551725', '26.442796', '1427.6926893879731', '32.954223', NULL, '0', '0', '0', '0', '0', '0', '3.333333', '0', '0', '0.7021', '3.264304'
'PBCT', 'IXIC', 'People\"s United Financial Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '0.892857142857', '0', '8.69', '0', '0.303', '0', '0.28', '0', '0.257', '0', '0.194', '0', '8.214285714285708', '0', '8.949416342412464', '0', '32.47422680412371', '0', '18.12', '20.294400000003247', '0', '2.085155350978136', '0', '0.0061077179344808386', '0', '-0.09399999999999997', '0', '6.7', '0', '0.7871579110012361', '0', '941038', '0', '-95279', '0', '18.76', '0.86', '26.676533642384104', '0', '2.053304621488596', '0', '19.9844032200274', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.4326', '0'
'PEBO', 'IXIC', 'Peoples Bancorp Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '3.0869047619', '0', '10.34', '0', '0.64', '0', '0.543', '0', '0.598', '0', '0.536', '0', '17.863720073664812', '0', '-9.197324414715712', '0', '11.567164179104461', '0', '16.04', '5.196143463178089', '0', '1.551257253384913', '0', '-0.0802752293577983', '0', '-0.18037812979049572', '0', '9.39', '0', '0.6507833832743122', '0', '236407', '0', '237', '0', '37.1', '0.74', '51.28112805486285', '0', '13.646548136910326', '0', '45.71093655924844', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.2154', '0'
'PRIM', 'IXIC', 'Primoris Services Corp ', 'Industrials', 'Construction & Engineering', '0', '0', '0', '0', '1.04285714286', '0', '15.22', '0', '0.013', '0', '0.254', '0', '0.398', '0', '0.417', '0', '-94.88188976377953', '0', '-36.18090452261307', '0', '-4.55635491606714', '0', '23.89', '22.90821917801943', '0', '1.5696452036793693', '0', '0.002097315436241587', '0', '0.047347654537483574', '0', '10.6', '0', '0.7305524829714153', '0', '62383', '0', '-909524', '0', '25.97', '1.16', '37.78070812892423', '0', '3.3965414943584054', '0', '49.570894631226444', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.1266', '0'
'RNST', 'IXIC', 'Renasant Corp ', 'Financials', 'Banks', '0', '0', '0', '0', '1.61428571429', '0', '17.59', '0', '0.683', '0', '0.626', '0', '0.534', '0', '0.568', '0', '9.105431309904155', '0', '17.228464419475653', '0', '-5.985915492957727', '0', '19.94', '12.352212389347738', '0', '1.1335986355884027', '0', '0.1433486238532109', '0', '0.0189064895247828', '0', '8.37', '0', '0.6722154410572402', '0', '504736', '0', '-88004', '0', '47.99', '1.01', '72.8288201554664', '0', '10.13504516944526', '0', '110.4361160805736', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.1952', '0'
'SASR', 'IXIC', 'Sandy Spring Bancorp Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '1.6726190476200002', '0', '7.03', '0', '0.607', '0', '0.57', '0', '0.623', '0', '0.608', '0', '6.491228070175437', '0', '-8.50722311396469', '0', '2.4671052631578982', '0', '17.48', '10.450676156577678', '0', '2.4864864864864864', '0', '0.002293577981651307', '0', '-0.10679611650485432', '0', '8.38', '0', '0.6973685338748802', '0', '1097384', '0', '-114216', '0', '42.06', '0.85', '61.277786670480545', '0', '8.835723550089718', '0', '37.13645174943778', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.243', '0'
'SBFG', 'IXIC', 'SB Financial Group Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '0.0583333333333', '0', '11.11', '0', '0.313', '0', '0.325', '0', '0.392', '0', '0.326', '0', '-3.6923076923076947', '0', '-17.091836734693878', '0', '20.24539877300613', '0', '13.89', '238.11428571442178', '0', '1.2502250225022504', '0', '-0.2035550458715597', '0', '-0.290240163515585', '0', '9.64', '0', '0.4132115178434676', '0', '1585906', '0', '946', '0', '18.75', '0.54', '21.839821814254858', '0', '0.10982669015782806', '0', '20.917277616928573', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-1', '0'
'SBSI', 'IXIC', 'Southside Bancshares Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '0.145238095238', '0', '8.96', '0', '0.462', '0', '0.403', '0', '0.491', '0', '0.491', '0', '14.640198511166247', '0', '-17.92260692464358', '0', '0', '0', '18.52', '127.51475409844427', '0', '2.0669642857142856', '0', '0.06192660550458706', '0', '-0.05365355135411343', '0', '9.07', '0', '0.46433110654333676', '0', '435628', '0', '3018', '0', '34.13', '0.7', '38.65001355291576', '0', '0.4839184783921009', '0', '29.85380357190735', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.5721', '0'
'SEIC', 'IXIC', 'SEI Investments Co ', 'Financials', 'Investment Management & Fund Operators', '0', '0', '0', '0', '4.80357142857', '0', '4.8', '0', '0.926', '0', '0.671', '0', '0.631', '0', '0.567', '0', '38.002980625931436', '0', '6.339144215530901', '0', '11.287477954144642', '0', '23.18', '4.825576208179874', '0', '4.829166666666667', '0', '-0.1880910683012259', '0', '0.18446601941747565', '0', '30.55', '0', '0.7141454049517415', '0', '918139', '0', '-202250', '0', '65.05', '1.27', '106.7809781492666', '0', '44.21810825453228', '0', '44.18523233762755', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0066', '0'
'SIFY', 'IXIC', 'Sify Technologies Ltd ', 'Telecommunications Services', 'Integrated Telecommunications Services', '0', '0', '0', '0', '5.16904761905', '0', '0', '0', '1.462', '0', '1.596', '0', '1.347', '0', '1.158', '0', '-8.395989974937345', '0', '18.485523385300674', '0', '16.321243523316078', '0', '24.57', '4.7532934131714635', '0', NULL, '0', '0.5790488431876606', '0', '0.2548518896833505', '0', '0', '0', '0.009763676896449356', '0', '70451', '0', '0', '0', '1.92', '1.78', '4.167469010989011', '0', '1.8570556697170175', '0', NULL, '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0291', '0'
'SRCE', 'IXIC', '1st Source Corp ', 'Financials', 'Banks', '0', '0', '0', '0', '1.97738095238', '0', '8.92', '0', '0.731', '0', '0.588', '0', '0.657', '0', '0.638', '0', '24.31972789115646', '0', '-10.502283105022837', '0', '2.9780564263322873', '0', '20.6', '10.41782059001104', '0', '2.3094170403587446', '0', '0.1811926605504588', '0', '0.052631578947368585', '0', '9.61', '0', '0.7224669029821993', '0', '158418', '0', '-8450', '0', '53.76', '1.08', '84.44464217475728', '0', '14.394760945423263', '0', '64.93501794817541', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.4889', '0'
'STBA', 'IXIC', 'S&T Bancorp Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '3.1714285714300003', '0', '5.02', '0', '0.745', '0', '0.652', '0', '0.648', '0', '0.651', '0', '14.26380368098159', '0', '0.6172839506172867', '0', '-0.4608294930875556', '0', '16.82', '5.303603603601214', '0', '3.350597609561753', '0', '-0.03555045871559637', '0', '-0.14052120592744', '0', '10.75', '0', '0.6028994539580892', '0', '46476', '0', '25450', '0', '45.24', '0.83', '66.88534965517242', '0', '18.286388698836163', '0', '28.94521166111771', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.5871', '0'
'TCBK', 'IXIC', 'Trico Bancshares ', 'Financials', 'Banks', '0', '0', '0', '0', '1.0630952381', '0', '9.39', '0', '0.597', '0', '0.447', '0', '0.512', '0', '0.585', '0', '33.55704697986577', '0', '-12.6953125', '0', '-12.478632478632468', '0', '18.31', '17.22329227315913', '0', '1.9499467518636846', '0', '0.04988532110091737', '0', '-0.06438426162493616', '0', '10.04', '0', '0.727647499564384', '0', '-314453', '0', '-11268', '0', '39.21', '0.85', '54.53605617149098', '0', '4.998019105229845', '0', '44.14599719399142', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.5632', '0'
'TOWN', 'IXIC', 'Towne Bank ', 'Financials', 'Banks', '0', '0', '0', '0', '2.3428571428600002', '0', '8.13', '0', '0.358', '0', '0.359', '0', '0.435', '0', '0.42', '0', '-0.278551532033422', '0', '-17.471264367816097', '0', '3.571428571428581', '0', '20.34', '8.681707317062582', '0', '2.5018450184501844', '0', '0.16628440366972463', '0', '0.039345937659683194', '0', '7.95', '0', '0.42433149669683007', '0', '-968873', '0', '0', '0', '31.75', '1.05', '49.106432522123896', '0', '9.918047947830225', '0', '34.41683589697132', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.5668', '0'
'TRST', 'IXIC', 'TrustCo Bank Corp N Y ', 'Financials', 'Banks', '0', '0', '0', '0', '0.535714285714', '0', '0', '0', '0.153', '0', '0.129', '0', '0.131', '0', '0.127', '0', '18.604651162790688', '0', '-1.526717557251911', '0', '3.149606299212593', '0', '16.38', '30.576000000016304', '0', NULL, '0', '-0.06077981651376163', '0', '-0.1630045988758304', '0', '11.56', '0', '0.6314356453156865', '0', '154780', '0', '-51241', '0', '8.75', '1.06', '16.965096153846154', '0', '0.783486583459226', '0', NULL, '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.4474', '0'
'UBSI', 'IXIC', 'United Bankshares Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '1.125', '0', '5.8', '0', '0.587', '0', '0.529', '0', '0.54', '0', '0.372', '0', '10.964083175803395', '0', '-2.037037037037037', '0', '45.16129032258065', '0', '18.04', '16.035555555555554', '0', '3.1103448275862067', '0', '0.03440366972477049', '0', '-0.07818088911599397', '0', '7.67', '0', '0.7190404983236818', '0', '197249', '0', '23975', '0', '36.8', '1.08', '66.00720532150775', '0', '6.40156086092209', '0', '33.003602660753884', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.4283', '0'
'UCBI', 'IXIC', 'United Community Banks Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '0.978571428571', '0', '10.7', '0', '0.472', '0', '0.343', '0', '0.379', '0', '0.394', '0', '37.60932944606412', '0', '-9.49868073878627', '0', '-3.8071065989847774', '0', '21.23', '21.69489051095841', '0', '1.9841121495327105', '0', '0.21731651376146788', '0', '0.08482370975983655', '0', '9.71', '0', '0.8890780305903173', '0', '1454128', '0', '0', '0', '33.19', '0.88', '41.21888455958548', '0', '3.4772088575497153', '0', '38.02086765410041', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.5364', '0'
'UMBF', 'IXIC', 'UMB Financial Corp ', 'Financials', 'Banks', '0', '0', '0', '0', '5.1202380952399995', '0', '6.97', '0', '1.153', '0', '1.01', '0', '0.981', '0', '0.898', '0', '14.158415841584148', '0', '2.9561671763506547', '0', '9.242761692650326', '0', '19.62', '3.83185305742708', '0', '2.814921090387375', '0', '0.125', '0', '0.0025549310168626604', '0', '9.65', '0', '0.8683726222826087', '0', '-184596', '0', '-37356', '0', '78.41', '0.83', '99.38179756880733', '0', '43.86710912803769', '0', '59.71475250470577', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0025', '0'
'UVSP', 'IXIC', 'Univest Corporation of Pennsylvania ', 'Financials', 'Banks', '0', '0', '0', '0', '4.45714285714', '0', '12.17', '0', '0.436', '0', '0.412', '0', '0.418', '0', '0.44', '0', '5.825242718446599', '0', '-1.4354066985645897', '0', '-5.000000000000004', '0', '17.43', '3.9105769230794296', '0', '1.4322103533278554', '0', '-0.0005733944954129377', '0', '-0.10935104752171698', '0', '8.37', '0', '0.7577684584598399', '0', '-558371', '0', '946', '0', '29.65', '0.59', '30.070152237521505', '0', '11.554048642981154', '0', '31.54773730436524', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.6501', '0'
'VBTX', 'IXIC', 'Veritex Holdings Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '1.10595238095', '0', '16.64', '0', '0.457', '0', '0.268', '0', '0.252', '0', '0.231', '0', '70.52238805970148', '0', '6.349206349206349', '0', '9.090909090909083', '0', '25.37', '22.939504843967576', '0', '1.5246394230769231', '0', '0.45470183486238525', '0', '0.2963719979560553', '0', '7.1', '0', '0.7111718730553827', '0', '802108', '0', '-32724', '0', '30.32', '1.47', '52.635938289318084', '0', '5.018348385742122', '0', '75.5053459598494', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0646', '0'
'VSEC', 'IXIC', 'VSE Corp ', 'Industrials', 'Air Freight & Courier Services', '0', '0', '0', '0', '0.486904761905', '0', '0', '0', '0.647', '0', '0.62', '0', '0.612', '0', '0.719', '0', '4.354838709677433', '0', '1.3071895424836555', '0', '-14.881780250347699', '0', '19.18', '39.39168704154553', '0', NULL, '0', '-0.7132177033492824', '0', '-0.15914072775098642', '0', '9.97', '0', '0.7179417789260011', '0', '31423', '0', '17160', '0', '49.98', '1.53', '119.45253875912408', '0', '5.013966374436128', '0', NULL, '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.1293', '0'
'WSBC', 'IXIC', 'WesBanco Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '2.97261904762', '0', '7.8', '0', '0.76', '0', '0.65', '0', '0.598', '0', '0.598', '0', '16.92307692307693', '0', '8.69565217391306', '0', '0', '0', '18.04', '6.068722466958408', '0', '2.3128205128205126', '0', '0.03440366972477049', '0', '-0.07818088911599397', '0', '8.32', '0', '0.6283355503597939', '0', '64967', '0', '34238', '0', '46.89', '0.92', '71.64532077605323', '0', '18.359848725150062', '0', '48.175301901139235', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0434', '0'
'AMSWA', 'IXIC', 'American Software Inc ', 'Technology', 'Software', '0', '0', '0', '0', '0.947619047619', '0', '-5', '0', '0.146', '0', '0.082', '0', '0.091', '0', '0.318', '0', '78.04878048780486', '0', '-9.890109890109889', '0', '-71.38364779874213', '0', '21.38', '22.561809045227264', '0', '-4.276', '0', '-0.3985935302390998', '0', '0.8367697594501717', '0', '19.24', '0', '0.8172189919701749', '0', '-134967', '0', '-117279', '0', '13.7', '0.73', '14.014965434985967', '0', '1.1449007067167765', '0', '-6.040933377149124', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.4254', '0'
